Date,Store ID,Product ID,Inventory Level,Demand Forecast,Price,Weather Condition,Holiday/Promotion,Competitor Pricing
137,4,18,344,251,64,0,0,66
137,4,19,231,227,41,1,0,45
138,0,0,81,24,34,3,0,32
138,0,1,202,88,31,3,1,30
138,0,2,308,14,70,1,1,66
138,0,3,339,229,68,3,1,67
138,0,4,124,59,84,0,0,83
138,0,5,153,137,67,1,0,65
138,0,6,383,140,31,0,1,30
138,0,7,325,296,22,3,0,21
138,0,8,94,64,78,0,1,78
138,0,9,148,100,90,2,1,87
138,0,10,169,-1,27,0,1,28
138,0,11,445,188,16,3,0,19
138,0,12,286,284,12,3,0,10
138,0,13,377,336,46,1,1,46
138,0,14,393,351,45,0,0,44
138,0,15,345,20,52,3,1,51
138,0,16,57,29,63,0,0,59
138,0,17,170,102,12,3,0,12
138,0,18,375,0,53,1,0,57
138,0,19,338,213,16,2,1,19
138,1,0,395,292,40,0,1,38
138,1,1,244,191,75,1,0,77
138,1,2,245,142,45,2,1,50
138,1,3,188,69,19,2,0,19
138,1,4,299,46,19,0,0,14
138,1,5,312,45,17,3,1,18
138,1,6,259,114,48,2,1,48
138,1,7,335,19,68,0,1,70
138,1,8,500,330,73,3,1,78
138,1,9,156,36,16,3,1,11
138,1,10,201,203,56,3,1,54
138,1,11,479,350,33,1,1,32
138,1,12,134,103,97,3,1,97
138,1,13,215,182,42,2,1,43
138,1,14,264,77,49,3,1,53
138,1,15,215,86,87,3,0,86
138,1,16,453,379,34,3,0,30
138,1,17,76,61,34,2,1,32
138,1,18,277,229,93,1,0,93
138,1,19,188,20,70,2,1,71
138,2,0,268,134,83,1,1,84
138,2,1,369,187,41,1,1,41
138,2,2,181,52,89,3,1,91
138,2,3,156,94,42,1,1,41
138,2,4,387,92,66,3,0,63
138,2,5,466,425,71,2,0,73
138,2,6,268,44,24,3,0,27
138,2,7,191,166,90,3,1,90
138,2,8,142,26,11,0,0,11
138,2,9,162,127,16,0,1,16
138,2,10,144,20,90,2,0,86
138,2,11,342,310,30,2,0,32
138,2,12,445,349,26,0,1,26
138,2,13,97,94,39,0,0,36
138,2,14,459,400,77,3,0,82
138,2,15,242,143,74,1,0,78
138,2,16,356,327,88,3,0,84
138,2,17,170,151,81,2,0,80
138,2,18,410,185,89,0,0,92
138,2,19,233,209,51,1,1,47
138,3,0,225,49,32,0,0,34
138,3,1,396,223,30,1,0,30
138,3,2,384,201,31,0,1,36
138,3,3,247,215,72,0,1,72
138,3,4,482,211,97,1,1,94
138,3,5,65,73,44,1,1,40
138,3,6,383,161,88,1,1,86
138,3,7,500,430,87,2,0,87
138,3,8,257,28,64,3,1,63
138,3,9,322,256,78,0,0,78
138,3,10,376,4,65,2,1,70
138,3,11,144,57,81,3,1,85
138,3,12,244,88,42,3,0,46
138,3,13,181,161,13,2,0,16
138,3,14,80,52,97,2,1,96
138,3,15,361,4,36,2,0,38
138,3,16,128,108,49,0,0,46
138,3,17,175,120,42,1,0,41
138,3,18,244,168,19,2,0,24
138,3,19,116,99,65,1,0,69
138,4,0,264,224,66,2,1,67
138,4,1,394,177,13,3,1,8
138,4,2,463,7,62,0,0,64
138,4,3,500,227,35,1,0,39
138,4,4,150,39,83,3,1,87
138,4,5,273,238,96,0,0,96
138,4,6,260,58,37,2,0,39
138,4,7,82,28,81,1,0,83
138,4,8,364,20,97,2,0,94
138,4,9,472,131,34,1,0,31
138,4,10,94,77,33,0,1,37
138,4,11,393,40,56,2,0,55
138,4,12,188,136,86,2,1,81
138,4,13,89,35,82,1,1,85
138,4,14,266,98,53,1,0,53
138,4,15,270,147,32,1,1,35
138,4,16,316,11,35,3,0,34
138,4,17,412,105,77,1,0,77
138,4,18,357,251,24,3,0,25
138,4,19,100,47,76,3,1,76
139,0,0,340,83,85,0,0,90
139,0,1,246,29,55,1,0,58
139,0,2,404,216,20,2,1,20
139,0,3,259,96,49,2,1,45
139,0,4,195,84,52,0,0,53
139,0,5,152,30,72,3,1,69
139,0,6,319,98,10,1,0,15
139,0,7,154,159,25,1,0,25
139,0,8,364,150,83,1,1,79
139,0,9,283,45,56,2,0,57
139,0,10,177,14,97,0,1,93
139,0,11,234,185,75,1,1,80
139,0,12,196,98,46,3,0,45
139,0,13,53,18,32,1,1,35
139,0,14,353,185,69,2,0,67
139,0,15,466,75,90,0,0,95
139,0,16,360,47,81,2,0,80
139,0,17,425,383,15,1,0,11
139,0,18,317,155,60,2,1,65
139,0,19,168,11,84,1,1,81
139,1,0,335,171,51,1,0,47
139,1,1,402,336,81,0,1,77
139,1,2,385,38,49,3,0,46
139,1,3,170,89,24,0,1,25
139,1,4,446,19,90,1,0,94
139,1,5,113,82,82,3,0,86
139,1,6,68,33,32,3,0,32
139,1,7,343,257,22,0,0,24
139,1,8,238,169,18,1,0,21
139,1,9,363,229,14,2,0,12
139,1,10,169,46,29,1,1,31
139,1,11,175,31,93,1,1,96
139,1,12,486,115,88,1,0,89
139,1,13,83,43,66,1,1,64
139,1,14,214,142,12,2,1,9
139,1,15,216,17,80,1,0,81
139,1,16,163,94,64,0,0,61
139,1,17,315,1,41,3,1,39
139,1,18,170,89,52,1,1,56
139,1,19,177,181,30,1,0,27
139,2,0,421,290,12,0,0,16
139,2,1,454,333,60,2,0,56
139,2,2,212,98,99,1,0,104
139,2,3,82,56,61,3,0,56
139,2,4,481,212,68,1,0,64
139,2,5,154,33,75,3,0,73
139,2,6,347,108,73,0,1,73
139,2,7,281,109,97,1,0,95
139,2,8,271,225,17,2,0,18
139,2,9,371,54,47,0,1,50
139,2,10,394,12,88,0,0,84
139,2,11,119,91,52,1,0,47
139,2,12,495,444,14,0,0,15
139,2,13,276,285,85,1,1,89
139,2,14,380,34,30,2,1,34
139,2,15,410,328,71,3,1,69
139,2,16,310,39,27,2,1,32
139,2,17,391,367,14,1,0,16
139,2,18,125,92,97,3,1,93
139,2,19,136,70,44,0,0,47
139,3,0,181,96,38,3,0,41
139,3,1,87,36,11,0,1,10
139,3,2,294,213,14,1,1,16
139,3,3,375,239,57,0,0,60
139,3,4,293,233,94,1,1,98
139,3,5,477,39,41,0,0,38
139,3,6,332,262,51,2,0,46
139,3,7,109,119,14,3,0,14
139,3,8,491,361,67,2,0,72
139,3,9,285,192,25,1,0,22
139,3,10,252,22,36,1,1,40
139,3,11,228,39,16,0,0,15
139,3,12,167,151,24,3,1,22
139,3,13,376,205,10,0,1,7
139,3,14,483,129,23,3,0,23
139,3,15,211,39,79,2,0,79
139,3,16,267,35,16,2,0,17
139,3,17,106,11,68,0,1,71
139,3,18,495,12,82,3,1,78
139,3,19,74,34,57,3,0,56
139,4,0,313,30,31,3,1,27
139,4,1,427,321,70,1,1,65
139,4,2,184,105,32,2,0,30
139,4,3,214,82,16,0,1,18
139,4,4,318,121,84,2,1,88
139,4,5,387,41,32,1,1,30
139,4,6,299,164,74,2,0,71
139,4,7,63,77,75,3,1,72
139,4,8,227,200,70,2,1,72
139,4,9,82,43,49,0,1,46
139,4,10,264,26,71,0,1,68
139,4,11,111,17,21,1,0,17
139,4,12,449,389,45,2,0,45
139,4,13,488,327,64,1,0,69
139,4,14,331,62,95,3,0,100
139,4,15,373,268,32,0,1,34
139,4,16,478,459,13,1,0,18
139,4,17,231,138,49,1,0,48
139,4,18,289,277,93,1,0,90
139,4,19,183,34,58,0,0,60
140,0,0,494,323,75,3,1,76
140,0,1,265,87,70,1,0,68
140,0,2,52,12,41,2,0,43
140,0,3,105,105,61,3,1,62
140,0,4,362,95,21,0,0,23
140,0,5,98,67,19,0,0,16
140,0,6,123,23,17,1,0,14
140,0,7,250,171,90,3,0,87
140,0,8,164,161,65,1,0,63
140,0,9,329,301,70,2,0,75
140,0,10,330,189,73,3,1,70
140,0,11,86,31,53,2,0,57
140,0,12,98,23,67,3,0,63
140,0,13,52,-1,44,2,1,40
140,0,14,104,93,84,1,1,88
140,0,15,283,87,98,1,1,99
140,0,16,122,96,73,2,1,75
140,0,17,120,0,69,1,1,68
140,0,18,266,36,66,2,0,65
140,0,19,399,232,57,0,1,61
140,1,0,466,374,14,0,0,17
140,1,1,331,142,53,0,1,52
140,1,2,374,106,67,3,0,62
140,1,3,203,96,81,1,0,85
140,1,4,437,312,45,3,1,43
140,1,5,466,180,32,2,1,29
140,1,6,427,75,56,3,1,56
140,1,7,346,254,85,3,0,85
140,1,8,50,25,80,3,0,82
140,1,9,365,143,96,3,0,100
140,1,10,397,62,37,2,1,36
140,1,11,59,78,45,2,0,41
140,1,12,407,142,64,1,1,68
140,1,13,197,85,42,1,1,45
140,1,14,393,71,75,0,1,71
140,1,15,88,11,92,0,0,92
140,1,16,222,142,52,3,0,48
140,1,17,330,272,59,0,1,60
140,1,18,435,36,13,1,0,9
140,1,19,401,316,56,2,0,60
140,2,0,435,349,24,1,1,28
140,2,1,197,188,69,0,0,64
140,2,2,299,189,31,0,0,31
140,2,3,465,295,42,0,0,42
140,2,4,245,88,48,0,1,52
140,2,5,368,312,87,3,1,84
140,2,6,379,143,87,1,0,88
140,2,7,392,340,83,0,0,86
140,2,8,316,63,66,0,0,71
140,2,9,112,19,73,2,0,74
140,2,10,214,178,47,1,1,43
140,2,11,374,352,65,3,0,63
140,2,12,275,149,49,0,0,51
140,2,13,374,177,23,2,1,28
140,2,14,130,108,15,2,0,19
140,2,15,477,46,19,2,1,15
140,2,16,420,208,25,3,1,21
140,2,17,453,132,45,0,0,45
140,2,18,305,100,85,1,0,84
140,2,19,101,84,84,2,1,82
140,3,0,382,366,91,2,1,90
140,3,1,126,16,64,1,1,68
140,3,2,58,33,21,2,1,23
140,3,3,492,298,64,2,0,65
140,3,4,215,219,95,0,0,94
140,3,5,379,105,90,1,0,95
140,3,6,55,14,30,0,0,27
140,3,7,155,99,81,2,0,78
140,3,8,117,22,10,1,1,15
140,3,9,478,412,38,2,1,42
140,3,10,272,19,95,0,1,94
140,3,11,352,270,23,1,0,25
140,3,12,422,304,17,2,0,20
140,3,13,322,284,12,3,0,7
140,3,14,177,144,24,0,0,29
140,3,15,250,23,62,3,1,60
140,3,16,97,1,41,2,1,44
140,3,17,339,16,32,2,1,32
140,3,18,144,85,21,3,0,20
140,3,19,110,62,70,2,1,72
140,4,0,300,112,37,3,0,33
140,4,1,214,98,61,0,1,58
140,4,2,170,111,56,2,0,54
140,4,3,289,55,74,1,1,76
140,4,4,389,35,48,2,1,45
140,4,5,77,67,77,3,1,81
140,4,6,343,279,47,2,0,50
140,4,7,394,5,12,3,1,13
140,4,8,141,29,74,1,0,76
140,4,9,105,46,13,0,0,13
140,4,10,205,11,86,2,0,90
140,4,11,386,3,63,3,0,66
140,4,12,314,169,14,3,0,15
140,4,13,268,8,31,0,1,27
140,4,14,364,217,36,0,1,34
140,4,15,300,287,32,1,0,37
140,4,16,163,83,43,1,1,39
140,4,17,325,226,48,0,0,48
140,4,18,142,67,24,0,1,26
140,4,19,171,26,53,1,0,49
141,0,0,175,62,73,1,0,68
141,0,1,137,26,51,0,1,52
141,0,2,226,216,52,0,0,54
141,0,3,264,139,82,1,0,84
141,0,4,158,99,41,2,1,45
141,0,5,56,6,19,2,0,20
141,0,6,339,71,54,0,1,51
141,0,7,145,124,41,1,0,37
141,0,8,243,198,83,1,0,84
141,0,9,463,232,46,1,1,46
141,0,10,415,31,28,2,1,28
141,0,11,131,87,93,1,1,90
141,0,12,375,208,62,3,0,62
141,0,13,184,162,92,0,1,91
141,0,14,490,370,45,1,1,44
141,0,15,144,87,36,0,0,32
141,0,16,387,237,16,1,1,17
141,0,17,284,46,71,2,1,67
141,0,18,73,18,90,3,1,92
141,0,19,57,19,62,3,0,63
141,1,0,254,163,79,3,0,78
141,1,1,495,65,88,1,1,90
141,1,2,270,103,96,1,1,95
141,1,3,308,193,12,0,0,9
141,1,4,216,196,11,2,1,11
141,1,5,226,211,96,3,1,100
141,1,6,160,46,73,2,0,72
141,1,7,287,139,70,3,1,71
141,1,8,396,342,14,3,1,14
141,1,9,241,85,14,3,1,11
141,1,10,463,450,40,2,0,40
141,1,11,374,362,21,0,1,17
141,1,12,438,240,54,3,0,50
141,1,13,263,187,91,0,0,87
141,1,14,159,166,71,3,1,75
141,1,15,86,19,90,0,1,85
141,1,16,250,161,81,0,0,82
141,1,17,440,165,75,0,1,78
141,1,18,410,268,36,2,1,37
141,1,19,200,67,17,1,0,20
141,2,0,180,166,94,1,0,89
141,2,1,124,46,81,1,0,86
141,2,2,338,336,63,3,1,61
141,2,3,391,198,70,2,0,68
141,2,4,464,201,29,0,0,25
141,2,5,166,108,56,1,1,52
141,2,6,208,70,75,1,1,79
141,2,7,398,9,43,0,1,46
141,2,8,290,173,37,2,0,36
141,2,9,229,-4,58,3,0,62
141,2,10,421,295,95,1,1,94
141,2,11,381,298,29,1,1,32
141,2,12,256,16,44,3,0,39
141,2,13,466,209,83,0,1,86
141,2,14,237,70,85,2,0,88
141,2,15,184,4,34,2,0,36
141,2,16,324,169,90,1,1,89
141,2,17,56,2,47,1,0,45
141,2,18,254,228,68,0,0,69
141,2,19,442,171,85,3,0,82
141,3,0,319,289,52,3,0,54
141,3,1,256,243,99,2,1,101
141,3,2,145,0,74,3,0,78
141,3,3,254,113,70,3,1,67
141,3,4,253,105,15,2,1,19
141,3,5,428,218,15,1,0,12
141,3,6,101,83,77,2,0,74
141,3,7,201,27,93,1,0,95
141,3,8,433,32,64,1,1,69
141,3,9,88,65,90,2,0,94
141,3,10,329,324,57,2,0,62
141,3,11,262,118,84,3,1,82
141,3,12,285,267,36,3,0,37
141,3,13,382,380,19,0,0,15
141,3,14,467,105,79,2,0,82
141,3,15,305,178,42,1,1,41
141,3,16,339,248,93,3,0,98
141,3,17,361,230,54,2,1,59
141,3,18,318,192,52,0,0,53
141,3,19,298,294,43,3,0,42
141,4,0,363,216,78,0,0,77
141,4,1,138,77,83,3,0,79
141,4,2,471,291,87,2,1,84
141,4,3,491,65,76,0,1,74
141,4,4,317,302,53,0,1,53
141,4,5,386,72,55,2,1,52
141,4,6,76,70,53,2,0,54
141,4,7,431,226,36,1,1,32
141,4,8,110,74,44,2,0,45
141,4,9,434,39,64,1,0,60
141,4,10,118,56,22,2,0,25
141,4,11,398,41,97,3,0,102
141,4,12,245,76,50,3,1,52
141,4,13,307,144,35,0,1,39
141,4,14,287,226,94,2,1,95
141,4,15,317,198,95,2,1,91
141,4,16,124,95,23,2,1,26
141,4,17,309,206,72,3,0,73
141,4,18,93,34,93,3,1,90
141,4,19,384,195,77,0,1,82
142,0,0,114,67,19,2,0,23
142,0,1,318,191,66,1,1,62
142,0,2,244,125,54,3,1,50
142,0,3,122,100,51,0,1,52
142,0,4,257,26,31,2,1,28
142,0,5,429,78,98,0,0,100
142,0,6,314,128,67,0,0,65
142,0,7,247,124,34,3,0,30
142,0,8,125,12,13,0,1,9
142,0,9,461,262,16,3,0,20
142,0,10,344,321,99,1,1,95
142,0,11,350,240,48,0,1,49
142,0,12,360,119,79,0,1,74
142,0,13,492,496,10,0,0,14
142,0,14,62,5,26,3,0,25
142,0,15,419,23,80,2,0,80
142,0,16,468,101,17,2,0,20
142,0,17,284,276,20,3,0,15
142,0,18,490,342,94,3,0,93
142,0,19,211,13,81,3,0,77
142,1,0,197,188,42,1,0,37
142,1,1,115,75,88,2,1,84
142,1,2,438,365,46,2,0,45
142,1,3,259,33,72,3,0,69
142,1,4,76,38,51,0,1,54
142,1,5,322,150,85,3,0,83
142,1,6,366,215,19,3,0,16
142,1,7,374,162,20,0,1,21
142,1,8,177,112,22,0,1,21
142,1,9,498,-1,87,2,0,83
142,1,10,64,11,69,0,1,68
142,1,11,63,-6,55,0,1,53
142,1,12,379,50,75,2,0,79
142,1,13,387,364,96,2,0,91
142,1,14,264,46,10,3,1,11
142,1,15,69,60,44,1,0,40
142,1,16,428,176,90,2,0,92
142,1,17,237,90,85,2,1,82
142,1,18,214,71,64,1,1,65
142,1,19,439,84,54,3,1,55
142,2,0,244,198,80,3,1,80
142,2,1,183,65,57,0,1,53
142,2,2,253,261,93,2,1,92
142,2,3,459,285,66,2,0,71
142,2,4,246,69,52,2,0,48
142,2,5,445,100,57,3,1,56
142,2,6,283,283,48,3,0,45
142,2,7,389,126,62,1,1,65
142,2,8,474,229,13,1,0,17
142,2,9,74,64,84,0,1,87
142,2,10,400,51,63,2,0,66
142,2,11,399,79,30,0,0,35
142,2,12,397,111,29,0,1,24
142,2,13,169,50,91,1,0,88
142,2,14,120,60,38,3,1,35
142,2,15,65,10,47,3,1,47
142,2,16,473,246,84,2,0,83
142,2,17,262,165,34,2,1,36
142,2,18,215,88,76,2,0,79
142,2,19,244,79,93,2,0,94
142,3,0,135,57,81,3,1,79
142,3,1,218,177,83,2,1,85
142,3,2,85,90,12,2,1,7
142,3,3,213,185,48,0,1,53
142,3,4,212,154,77,3,1,72
142,3,5,449,344,27,2,0,27
142,3,6,150,109,78,0,1,74
142,3,7,356,186,78,3,1,75
142,3,8,355,277,56,0,0,60
142,3,9,449,96,49,3,0,46
142,3,10,387,297,19,0,1,19
142,3,11,416,102,11,3,0,7
142,3,12,102,25,32,1,1,35
142,3,13,457,364,38,0,1,41
142,3,14,116,41,19,0,1,17
142,3,15,449,99,36,3,0,39
142,3,16,122,21,48,2,0,46
142,3,17,142,80,86,0,0,86
142,3,18,392,317,94,2,0,91
142,3,19,133,38,30,0,1,31
142,4,0,365,48,65,0,0,62
142,4,1,92,71,34,1,0,36
142,4,2,198,38,69,2,0,73
142,4,3,362,79,82,1,1,86
142,4,4,495,119,48,0,1,44
142,4,5,414,292,55,1,1,54
142,4,6,474,239,65,1,0,65
142,4,7,477,33,80,1,1,79
142,4,8,351,9,50,1,1,46
142,4,9,492,231,33,2,0,37
142,4,10,231,203,17,3,1,12
142,4,11,70,61,37,0,1,39
142,4,12,126,48,26,2,0,28
142,4,13,173,57,44,0,0,43
142,4,14,90,82,53,0,1,51
142,4,15,320,77,98,2,1,98
142,4,16,81,62,99,0,1,102
142,4,17,51,30,28,2,1,23
142,4,18,157,63,53,1,0,55
142,4,19,273,187,26,0,0,26
143,0,0,459,181,15,2,1,11
143,0,1,173,60,27,1,0,27
143,0,2,361,242,12,0,1,8
143,0,3,349,178,81,0,0,81
143,0,4,402,106,51,0,1,55
143,0,5,60,9,96,0,0,91
143,0,6,273,234,75,2,1,74
143,0,7,68,26,33,2,0,31
143,0,8,441,220,43,0,0,38
143,0,9,399,403,77,2,0,78
143,0,10,290,219,97,2,1,99
143,0,11,94,61,33,0,0,29
143,0,12,151,67,20,3,0,21
143,0,13,199,66,13,3,0,15
143,0,14,475,189,79,3,1,82
143,0,15,491,337,14,3,1,12
143,0,16,115,51,43,3,0,39
143,0,17,218,135,62,0,0,63
143,0,18,156,135,20,2,1,23
143,0,19,199,83,84,3,0,88
143,1,0,107,72,98,0,1,101
143,1,1,458,153,14,3,1,16
143,1,2,245,167,87,3,1,90
143,1,3,209,101,34,0,0,39
143,1,4,430,191,13,3,1,18
143,1,5,316,227,96,1,0,93
143,1,6,500,471,90,3,0,93
143,1,7,112,50,58,2,1,55
143,1,8,258,51,91,3,1,92
143,1,9,120,105,95,1,1,96
143,1,10,231,23,20,0,1,22
143,1,11,139,127,92,1,1,93
143,1,12,492,447,17,0,1,20
143,1,13,242,77,40,0,1,39
143,1,14,51,30,90,0,1,88
143,1,15,424,37,77,2,1,74
143,1,16,302,245,39,0,0,44
143,1,17,166,112,79,1,1,81
143,1,18,174,26,23,0,1,24
143,1,19,485,260,84,3,1,85
143,2,0,442,1,78,3,1,77
143,2,1,464,16,27,0,0,30
143,2,2,266,215,98,0,1,103
143,2,3,478,213,21,1,1,26
143,2,4,230,157,73,2,1,70
143,2,5,408,355,19,3,1,23
143,2,6,289,56,82,1,0,80
143,2,7,98,104,33,1,1,28
143,2,8,206,50,50,2,0,47
143,2,9,436,155,22,3,1,25
143,2,10,229,84,97,3,0,96
143,2,11,446,337,34,1,0,35
143,2,12,50,32,96,2,0,91
143,2,13,75,40,94,1,0,91
143,2,14,328,142,88,2,0,87
143,2,15,472,89,25,3,0,21
143,2,16,310,184,50,1,0,53
143,2,17,380,96,75,3,1,76
143,2,18,484,302,12,3,1,11
143,2,19,203,158,94,1,0,92
143,3,0,252,37,41,0,0,37
143,3,1,165,85,43,0,0,46
143,3,2,355,215,70,3,0,69
143,3,3,275,141,24,1,0,22
143,3,4,206,145,91,0,0,95
143,3,5,444,171,12,1,1,16
143,3,6,234,120,24,3,0,20
143,3,7,444,225,56,1,1,51
143,3,8,234,93,71,0,1,67
143,3,9,330,310,16,2,1,19
143,3,10,342,300,29,1,0,31
143,3,11,343,97,51,0,1,49
143,3,12,356,329,12,3,0,16
143,3,13,124,73,31,1,0,26
143,3,14,444,116,66,2,0,65
143,3,15,231,120,54,0,1,55
143,3,16,220,19,35,2,1,37
143,3,17,266,5,62,0,1,65
143,3,18,271,213,45,3,1,46
143,3,19,295,86,99,2,1,97
143,4,0,472,363,80,0,1,82
143,4,1,228,19,68,1,0,66
143,4,2,235,48,99,1,0,100
143,4,3,245,164,55,3,1,54
143,4,4,110,79,89,3,1,85
143,4,5,306,66,96,3,1,91
143,4,6,340,254,96,2,0,95
143,4,7,67,32,28,0,1,29
143,4,8,399,52,79,3,1,78
143,4,9,500,426,22,2,0,25
143,4,10,259,104,11,2,1,14
143,4,11,418,51,97,2,1,100
143,4,12,178,80,22,0,0,24
143,4,13,131,2,71,1,0,68
143,4,14,206,47,37,1,0,41
143,4,15,110,44,97,3,1,99
143,4,16,426,93,52,1,1,53
143,4,17,317,206,44,0,0,46
143,4,18,371,102,99,3,1,94
143,4,19,95,72,63,3,0,60
144,0,0,78,76,45,0,0,43
144,0,1,416,334,16,2,1,16
144,0,2,86,43,44,2,1,47
144,0,3,88,75,11,1,0,8
144,0,4,405,309,85,2,0,83
144,0,5,253,155,19,0,1,18
144,0,6,382,371,14,2,0,13
144,0,7,466,398,46,3,1,44
144,0,8,302,31,43,3,1,43
144,0,9,311,138,44,0,0,43
144,0,10,52,24,56,3,1,53
144,0,11,238,76,93,3,1,88
144,0,12,450,124,53,3,0,56
144,0,13,240,77,46,3,1,42
144,0,14,320,156,58,3,1,63
144,0,15,390,153,16,2,0,12
144,0,16,398,177,49,3,1,46
144,0,17,357,7,82,2,1,79
144,0,18,214,30,59,3,0,55
144,0,19,340,254,86,2,1,89
144,1,0,321,179,10,2,0,9
144,1,1,95,66,55,2,0,53
144,1,2,392,29,57,3,0,53
144,1,3,66,63,77,3,1,81
144,1,4,485,360,60,1,1,60
144,1,5,271,89,91,1,1,87
144,1,6,441,99,69,3,0,72
144,1,7,105,94,65,1,1,68
144,1,8,404,132,89,2,1,88
144,1,9,185,17,25,2,0,25
144,1,10,268,103,58,1,1,62
144,1,11,176,89,45,1,1,48
144,1,12,420,308,79,2,1,78
144,1,13,136,22,99,3,1,101
144,1,14,205,187,36,0,1,33
144,1,15,103,95,56,1,1,58
144,1,16,395,306,75,0,0,77
144,1,17,255,239,30,3,1,35
144,1,18,442,387,75,1,1,73
144,1,19,458,284,17,2,1,20
144,2,0,95,69,91,1,1,91
144,2,1,195,98,30,2,0,28
144,2,2,313,218,69,0,0,65
144,2,3,79,42,43,3,0,39
144,2,4,85,70,43,2,0,40
144,2,5,452,270,34,1,0,34
144,2,6,380,96,26,0,0,24
144,2,7,349,59,51,2,0,51
144,2,8,489,415,36,1,0,34
144,2,9,181,92,69,2,1,74
144,2,10,68,51,28,3,1,31
144,2,11,52,13,90,0,0,94
144,2,12,364,16,35,1,0,32
144,2,13,437,381,97,1,0,97
144,2,14,261,176,59,3,1,60
144,2,15,94,55,10,3,0,15
144,2,16,77,68,92,0,1,89
144,2,17,110,25,53,0,1,52
144,2,18,414,256,62,0,0,60
144,2,19,314,298,36,3,1,40
144,3,0,362,309,54,0,0,58
144,3,1,53,36,76,1,0,77
144,3,2,246,214,85,1,1,82
144,3,3,83,43,74,2,0,69
144,3,4,476,300,77,0,1,78
144,3,5,227,10,53,2,1,54
144,3,6,101,23,11,2,1,8
144,3,7,380,329,26,3,1,26
144,3,8,396,157,44,1,1,48
144,3,9,474,154,54,3,1,57
144,3,10,383,283,82,0,0,87
144,3,11,208,178,65,3,1,69
144,3,12,430,127,92,0,1,92
144,3,13,407,219,29,1,0,25
144,3,14,125,133,75,3,0,70
144,3,15,356,86,77,0,1,74
144,3,16,154,167,29,0,0,32
144,3,17,440,284,99,0,0,100
144,3,18,492,297,63,3,1,67
144,3,19,365,69,39,0,0,36
144,4,0,293,26,24,3,0,23
144,4,1,495,172,85,1,1,87
144,4,2,244,27,88,1,1,91
144,4,3,309,11,75,1,0,77
144,4,4,54,12,65,1,0,66
144,4,5,228,73,49,2,1,51
144,4,6,461,264,13,2,0,12
144,4,7,136,16,17,3,0,15
144,4,8,196,155,30,0,0,29
144,4,9,57,55,93,0,1,97
144,4,10,361,262,65,1,0,61
144,4,11,290,74,97,3,1,96
144,4,12,411,118,80,1,0,81
144,4,13,332,238,86,1,0,88
144,4,14,368,90,28,2,0,24
144,4,15,388,286,52,2,1,50
144,4,16,143,19,66,2,0,70
144,4,17,82,17,47,1,0,49
144,4,18,73,81,65,0,0,69
144,4,19,204,42,84,0,1,86
145,0,0,211,207,14,3,1,14
145,0,1,71,15,46,1,1,44
145,0,2,453,228,10,3,1,6
145,0,3,124,109,72,0,0,75
145,0,4,303,88,92,1,1,88
145,0,5,268,96,61,3,0,59
145,0,6,162,163,75,0,1,71
145,0,7,373,312,19,3,0,19
145,0,8,165,47,81,3,1,81
145,0,9,152,135,20,0,0,24
145,0,10,387,32,85,3,0,84
145,0,11,100,66,76,1,0,73
145,0,12,204,45,90,0,0,93
145,0,13,256,144,60,0,0,63
145,0,14,296,87,12,2,1,11
145,0,15,267,161,90,3,1,87
145,0,16,230,203,14,1,1,10
145,0,17,231,179,29,1,1,28
145,0,18,284,24,14,3,1,19
145,0,19,407,266,53,3,1,56
145,1,0,77,30,30,3,0,26
145,1,1,72,59,84,1,0,85
145,1,2,96,70,82,3,0,80
145,1,3,471,102,67,1,0,63
145,1,4,407,38,57,3,1,54
145,1,5,409,51,94,2,0,96
145,1,6,59,-7,80,0,0,77
145,1,7,311,226,69,0,1,72
145,1,8,128,116,98,2,1,95
145,1,9,454,456,77,0,0,82
145,1,10,372,231,15,2,0,17
145,1,11,243,198,17,1,1,16
145,1,12,229,49,36,2,1,34
145,1,13,325,300,74,0,1,78
145,1,14,483,20,39,1,0,42
145,1,15,195,26,30,0,1,28
145,1,16,133,133,11,1,1,12
145,1,17,213,171,57,2,0,61
145,1,18,222,126,98,0,0,103
145,1,19,473,168,52,0,0,56
145,2,0,246,143,78,3,1,74
145,2,1,159,91,95,1,1,98
145,2,2,490,282,65,2,0,64
145,2,3,356,177,73,0,1,69
145,2,4,324,293,99,1,0,103
145,2,5,441,364,20,3,1,16
145,2,6,203,49,44,2,0,47
145,2,7,99,62,79,3,1,83
145,2,8,353,145,21,0,1,17
145,2,9,359,171,25,3,1,28
145,2,10,270,178,80,2,1,75
145,2,11,466,292,95,3,0,99
145,2,12,434,256,49,3,0,47
145,2,13,245,125,60,2,1,60
145,2,14,141,93,66,3,0,68
145,2,15,407,364,96,0,0,98
145,2,16,365,273,59,1,1,64
145,2,17,249,83,48,2,1,43
145,2,18,396,268,53,2,0,49
145,2,19,322,20,33,3,0,30
145,3,0,309,309,58,1,0,56
145,3,1,375,334,16,3,1,12
145,3,2,438,38,77,0,1,79
145,3,3,165,56,16,0,0,19
145,3,4,378,382,80,3,0,81
145,3,5,431,220,99,0,1,99
145,3,6,71,47,49,0,0,48
145,3,7,199,162,50,1,0,48
145,3,8,481,205,21,2,1,17
145,3,9,364,15,76,2,0,80
145,3,10,386,135,28,3,1,31
145,3,11,383,225,26,1,1,23
