Date,Product ID,Inventory Level,Demand Forecast,Price,Weather Condition,Holiday/Promotion,Competitor Pricing
110,19,211,157,54,3,1,50
111,0,407,410,93,2,0,97
111,1,285,88,85,2,0,82
111,2,168,83,58,3,0,59
111,3,120,100,19,2,0,15
111,4,141,54,49,0,0,54
111,5,179,56,45,1,0,49
111,6,105,27,41,3,1,37
111,7,228,154,81,1,0,77
111,8,108,10,46,2,0,50
111,9,240,29,32,2,0,30
111,10,138,92,45,2,0,50
111,11,172,14,94,1,0,97
111,12,462,357,57,0,1,53
111,13,117,94,57,1,1,55
111,14,469,418,63,1,0,67
111,15,294,104,81,2,0,79
111,16,211,159,92,2,1,91
111,17,174,50,26,0,1,23
111,18,374,253,26,3,1,29
111,19,358,44,25,2,1,30
111,0,208,106,86,0,0,83
111,1,476,375,66,3,1,69
111,2,82,34,85,0,0,83
111,3,138,136,85,2,0,87
111,4,244,55,50,3,0,48
111,5,497,361,83,2,1,87
111,6,167,50,30,0,1,29
111,7,416,80,39,1,0,37
111,8,319,290,31,3,0,35
111,9,315,93,19,3,0,17
111,10,91,61,16,0,0,15
111,11,306,86,24,1,0,19
111,12,238,61,36,3,1,33
111,13,368,56,64,2,1,63
111,14,138,62,99,0,1,98
111,15,99,44,99,2,0,103
111,16,274,37,91,1,0,94
111,17,112,109,77,3,0,77
111,18,374,77,84,0,0,84
111,19,446,170,97,2,1,95
111,0,282,30,36,3,0,32
111,1,278,43,28,1,1,26
111,2,193,17,27,0,0,31
111,3,64,66,32,1,1,36
111,4,104,28,57,0,1,53
111,5,446,35,82,3,1,79
111,6,155,129,16,2,1,16
111,7,313,96,32,2,0,30
111,8,132,46,66,3,0,63
111,9,285,130,24,1,0,22
111,10,339,23,98,0,0,94
111,11,332,177,53,2,0,55
111,12,351,54,69,1,0,67
111,13,277,177,45,2,0,41
111,14,499,225,93,3,0,97
111,15,376,87,88,2,0,93
111,16,346,224,30,2,0,28
111,17,365,73,30,2,1,26
111,18,254,22,65,2,0,66
111,19,386,148,36,1,0,39
111,0,275,117,87,0,0,83
111,1,203,132,24,2,0,23
111,2,156,33,81,3,0,77
111,3,447,419,56,0,1,57
111,4,125,13,19,2,1,18
111,5,426,185,29,3,1,28
111,6,249,23,30,2,1,32
111,7,175,90,20,2,0,16
111,8,297,72,81,0,1,77
111,9,449,97,84,3,0,88
111,10,316,255,68,3,1,68
111,11,103,64,35,2,1,38
111,12,198,69,71,2,0,75
111,13,101,12,60,1,0,65
111,14,457,248,28,0,1,26
111,15,171,4,25,1,1,21
111,16,407,390,35,1,1,40
111,17,232,40,59,2,0,54
111,18,264,60,46,2,1,41
111,19,213,63,39,2,0,36
111,0,383,94,34,1,1,31
111,1,182,57,30,0,0,33
111,2,275,170,31,1,1,27
111,3,291,169,71,3,1,67
111,4,128,96,76,2,0,81
111,5,309,175,22,2,1,21
111,6,74,41,45,1,0,44
111,7,111,76,12,0,0,8
111,8,62,31,32,1,1,29
111,9,152,150,95,0,1,98
111,10,102,98,49,2,1,49
111,11,283,213,90,3,0,87
111,12,262,182,37,3,1,37
111,13,290,213,49,1,1,46
111,14,73,3,84,1,0,83
111,15,312,201,43,2,0,39
111,16,125,20,63,1,1,63
111,17,445,305,12,3,1,8
111,18,84,60,51,1,0,54
111,19,229,192,97,1,0,98
112,0,291,208,36,3,1,41
112,1,322,232,81,1,1,78
112,2,328,304,78,1,1,83
112,3,180,148,88,2,1,87
112,4,60,51,42,3,0,43
112,5,184,113,90,3,0,88
112,6,223,111,50,3,0,55
112,7,258,7,84,3,0,86
112,8,68,5,52,3,0,51
112,9,120,100,98,1,0,101
112,10,447,62,17,0,1,19
112,11,390,112,89,3,1,92
112,12,74,42,39,0,1,39
112,13,373,42,34,0,0,36
112,14,212,164,86,3,0,84
112,15,198,103,98,3,0,96
112,16,362,38,34,1,0,37
112,17,288,217,66,0,0,63
112,18,360,26,21,0,0,18
112,19,275,222,43,3,0,42
112,0,254,159,66,2,1,61
112,1,438,350,74,1,1,76
112,2,116,72,59,1,1,59
112,3,56,17,21,1,0,22
112,4,472,288,53,2,1,56
112,5,396,358,28,3,0,24
112,6,151,45,47,2,0,50
112,7,165,46,80,0,0,77
112,8,265,73,53,3,0,56
112,9,83,81,97,3,0,94
112,10,220,86,11,1,0,9
112,11,328,298,23,3,1,28
112,12,216,210,21,1,0,23
112,13,73,62,74,1,0,76
112,14,111,41,75,2,0,76
112,15,79,22,30,1,0,27
112,16,309,148,80,1,0,75
112,17,192,40,77,2,0,75
112,18,278,127,29,2,1,27
112,19,314,23,83,3,0,81
112,0,261,25,73,3,1,72
112,1,379,49,67,0,0,64
112,2,90,12,97,3,1,101
112,3,237,91,15,1,1,13
112,4,323,195,83,3,1,80
112,5,58,61,99,1,1,103
112,6,135,39,72,3,1,73
112,7,115,33,16,1,0,18
112,8,325,143,63,3,1,63
112,9,497,265,81,0,1,81
112,10,352,45,66,3,0,64
112,11,180,39,81,0,0,82
112,12,343,111,55,1,0,52
112,13,414,401,53,3,0,53
112,14,170,121,17,3,0,19
112,15,259,124,11,0,1,13
112,16,96,16,59,3,0,55
112,17,210,156,50,3,1,51
112,18,235,231,45,1,1,43
112,19,82,25,47,1,1,43
112,0,319,98,94,3,0,98
112,1,141,59,62,1,0,59
112,2,417,189,21,2,0,19
112,3,146,94,63,0,0,59
112,4,314,293,72,1,0,71
112,5,211,125,11,2,0,16
112,6,279,172,56,2,0,53
112,7,176,132,38,0,0,42
112,8,412,152,31,0,0,30
112,9,361,25,39,0,0,41
112,10,440,384,96,3,1,100
112,11,361,126,34,0,0,32
112,12,145,126,60,0,0,57
112,13,108,52,79,2,1,82
112,14,272,254,57,1,1,61
112,15,441,128,45,1,1,48
112,16,139,56,48,3,0,46
112,17,59,36,44,1,0,40
112,18,266,204,36,2,1,40
112,19,57,34,97,2,1,94
112,0,139,35,86,0,1,83
112,1,453,353,76,2,1,73
112,2,114,6,12,0,0,13
112,3,58,67,10,3,1,8
112,4,102,57,81,0,0,85
112,5,59,58,18,0,0,17
112,6,471,323,26,2,0,27
112,7,157,55,62,0,0,58
112,8,279,129,30,0,0,31
112,9,431,122,84,0,1,89
112,10,98,84,98,3,0,98
112,11,85,13,83,0,1,88
112,12,321,309,24,1,1,26
112,13,393,384,82,3,1,78
112,14,197,27,41,0,0,39
112,15,252,115,11,3,0,8
112,16,431,142,62,3,0,59
112,17,354,144,80,0,0,79
112,18,241,192,40,3,1,44
112,19,466,23,86,1,1,87
113,0,81,33,20,2,1,23
113,1,321,276,92,0,0,90
113,2,283,137,71,0,0,72
113,3,478,164,93,1,1,97
113,4,427,165,95,3,1,91
113,5,69,17,66,0,1,61
113,6,246,13,30,1,0,34
113,7,318,302,63,1,0,63
113,8,386,301,91,3,0,90
113,9,180,168,22,1,0,25
113,10,208,132,22,3,1,22
113,11,128,128,64,1,1,63
113,12,456,372,96,1,0,98
113,13,451,173,52,2,1,51
113,14,360,135,33,3,0,32
113,15,80,67,86,2,0,89
113,16,364,10,33,1,1,30
113,17,101,32,38,1,1,38
113,18,453,257,61,0,0,64
113,19,340,114,85,3,0,83
113,0,124,88,31,1,1,30
113,1,444,78,41,1,0,37
113,2,432,336,60,3,1,55
113,3,186,55,63,3,0,67
113,4,292,89,70,2,0,73
113,5,177,119,27,1,1,29
113,6,196,134,13,1,1,15
113,7,410,152,96,0,0,92
113,8,256,112,22,0,0,27
113,9,99,21,27,1,1,29
113,10,322,232,44,3,0,48
113,11,393,244,30,2,1,27
113,12,122,110,42,1,1,47
113,13,258,69,23,2,0,21
113,14,181,57,81,0,1,79
113,15,266,54,83,0,0,82
113,16,495,263,42,2,0,39
113,17,73,49,81,2,0,76
113,18,384,374,26,3,0,31
113,19,410,184,95,0,1,92
113,0,422,-1,64,2,0,62
113,1,477,175,20,2,0,23
113,2,386,81,80,3,0,75
113,3,303,64,96,2,1,92
113,4,124,58,42,2,0,39
113,5,353,68,65,0,1,69
113,6,111,74,36,1,1,34
113,7,260,143,15,0,0,16
113,8,395,320,39,1,1,36
113,9,96,40,98,0,1,94
113,10,347,172,94,3,1,95
113,11,108,3,10,0,1,15
113,12,315,227,68,2,1,65
113,13,184,115,19,3,1,15
113,14,127,-1,51,0,1,54
113,15,302,277,27,3,0,29
113,16,356,257,22,1,0,18
113,17,155,97,14,2,0,12
113,18,126,61,51,1,0,55
113,19,362,227,45,2,1,50
113,0,386,89,51,2,0,51
113,1,65,5,37,2,0,35
113,2,254,44,49,2,1,49
113,3,360,259,28,3,1,30
113,4,201,126,93,2,0,92
113,5,228,130,71,2,0,71
113,6,285,218,48,2,1,52
113,7,201,78,40,3,1,38
113,8,51,19,23,3,1,27
113,9,271,166,69,1,0,67
113,10,423,301,51,2,0,51
113,11,192,86,84,1,1,83
113,12,295,210,63,1,0,61
113,13,224,156,93,1,1,93
113,14,374,8,34,3,0,38
113,15,319,270,39,2,0,34
113,16,277,265,78,1,1,81
113,17,79,14,38,2,0,34
113,18,214,82,64,0,1,61
113,19,246,82,84,1,0,84
113,0,81,20,45,2,0,48
113,1,222,129,95,0,0,99
113,2,118,-3,13,3,1,16
113,3,200,17,90,3,1,92
113,4,232,57,75,0,0,74
113,5,136,121,98,3,1,101
113,6,473,432,82,1,1,84
113,7,129,108,77,3,0,77
113,8,94,62,10,2,1,6
113,9,131,80,35,3,1,39
113,10,294,111,69,0,1,72
113,11,90,69,92,3,0,89
113,12,429,335,92,3,1,87
113,13,258,64,90,2,0,85
113,14,310,236,99,1,0,101
113,15,247,158,40,2,0,41
113,16,102,29,36,3,0,36
113,17,456,457,66,0,0,66
113,18,168,155,80,3,0,79
113,19,430,50,14,2,1,17
114,0,52,48,71,0,1,73
114,1,415,376,53,0,1,52
114,2,465,77,27,0,1,28
114,3,478,299,46,2,1,48
114,4,173,184,29,0,0,30
114,5,442,209,94,1,1,95
114,6,373,286,45,2,1,40
114,7,180,114,84,0,1,82
114,8,239,47,46,1,0,43
114,9,375,85,88,2,1,92
114,10,131,111,39,1,1,36
114,11,111,60,61,2,0,66
114,12,72,69,77,3,0,81
114,13,450,325,82,1,1,82
114,14,221,104,40,0,0,42
114,15,375,127,66,2,1,71
114,16,93,13,40,1,1,42
114,17,258,97,63,1,1,62
114,18,261,243,48,2,0,44
114,19,214,220,51,3,0,49
114,0,449,292,16,0,1,13
114,1,268,118,87,1,0,91
114,2,329,148,68,2,1,71
114,3,224,218,78,0,1,79
114,4,241,160,52,0,1,56
114,5,201,25,77,3,1,74
114,6,223,162,80,3,1,85
114,7,474,283,45,0,1,47
114,8,405,92,53,2,0,53
114,9,75,39,63,3,0,64
114,10,431,154,79,3,0,81
114,11,371,160,62,2,1,63
114,12,438,138,19,1,1,19
114,13,401,28,81,1,1,79
114,14,85,64,61,3,0,58
114,15,455,6,85,0,0,87
114,16,350,150,14,0,1,15
114,17,252,249,26,0,1,21
114,18,212,168,12,1,1,15
114,19,206,177,14,0,0,18
114,0,117,53,86,0,0,81
114,1,190,137,74,3,0,72
114,2,428,83,17,3,0,15
114,3,192,70,18,3,0,17
114,4,413,373,54,1,0,56
114,5,272,125,42,3,0,38
114,6,135,118,93,1,1,90
114,7,325,61,91,0,0,88
114,8,183,49,26,0,0,25
114,9,318,96,47,1,1,47
114,10,344,95,44,1,1,47
114,11,160,101,72,3,1,70
114,12,456,269,99,2,0,95
114,13,349,141,34,2,1,36
114,14,347,61,29,1,0,25
114,15,220,101,25,3,1,21
114,16,357,265,99,3,0,102
114,17,397,58,81,3,1,85
114,18,124,43,57,0,0,60
114,19,69,71,39,0,1,36
114,0,377,201,96,2,0,98
114,1,183,98,58,0,1,54
114,2,189,177,42,1,0,46
114,3,196,197,45,1,0,50
114,4,268,164,43,3,1,40
114,5,302,121,44,3,1,48
114,6,92,76,85,1,0,89
114,7,214,219,81,0,1,78
114,8,346,23,70,1,1,67
114,9,144,132,99,3,1,104
114,10,88,89,55,1,0,54
114,11,332,109,83,2,1,82
114,12,119,55,90,2,1,91
114,13,129,52,77,2,0,78
114,14,207,133,38,1,0,36
114,15,92,48,88,1,0,88
114,16,162,83,62,2,1,66
114,17,73,3,52,3,1,53
114,18,371,273,75,1,1,75
114,19,71,40,67,3,1,67
114,0,169,34,57,1,0,53
114,1,250,23,19,3,1,22
114,2,377,150,36,0,1,40
114,3,481,484,33,3,1,37
114,4,152,119,88,2,1,86
114,5,174,117,54,0,1,54
114,6,487,399,90,2,0,87
114,7,210,83,79,1,0,77
114,8,224,32,57,2,1,59
114,9,140,32,33,1,0,32
114,10,61,72,38,1,1,40
114,11,321,189,31,3,0,32
114,12,192,119,32,2,0,29
114,13,400,129,55,1,0,51
114,14,57,46,76,3,0,76
114,15,427,205,54,1,1,51
114,16,272,113,23,1,1,25
114,17,220,213,37,1,1,34
114,18,127,108,67,2,1,68
114,19,288,129,40,3,0,43
115,0,489,442,29,0,0,29
115,1,227,212,61,0,0,62
115,2,57,17,78,1,1,80
115,3,288,125,34,3,0,33
115,4,478,132,87,3,0,85
115,5,430,0,84,2,0,82
115,6,74,11,18,2,1,19
115,7,409,258,27,2,0,30
115,8,476,476,67,1,0,66
115,9,239,115,29,0,0,25
115,10,371,15,31,2,1,34
115,11,72,51,85,3,1,88
115,12,118,92,17,1,1,19
115,13,280,121,95,0,0,95
115,14,166,98,13,0,1,12
115,15,142,47,14,3,1,11
115,16,316,102,26,1,1,22
115,17,279,163,47,1,1,43
115,18,113,89,63,3,1,68
115,19,284,37,37,1,1,32
115,0,448,317,85,1,0,83
115,1,496,486,40,0,0,44
115,2,459,385,79,3,0,74
115,3,143,123,68,3,1,70
115,4,172,31,10,1,0,6
115,5,300,168,10,2,0,12
115,6,282,32,61,2,1,56
115,7,499,98,64,3,0,69
115,8,193,104,76,3,0,80
115,9,101,90,75,2,0,75
115,10,426,220,80,3,0,78
115,11,113,107,37,1,0,40
115,12,73,40,60,1,0,58
115,13,130,73,85,0,1,87
115,14,243,205,47,1,0,46
115,15,461,284,14,1,1,12
115,16,488,137,21,0,1,26
115,17,158,129,70,3,1,73
115,18,223,100,13,0,0,16
115,19,415,217,95,3,0,91
115,0,264,85,71,0,0,71
115,1,320,161,66,1,1,68
115,2,239,116,60,0,0,60
115,3,344,301,69,3,0,71
115,4,184,161,66,3,1,66
115,5,250,-5,51,0,1,53
115,6,471,47,81,3,1,84
115,7,246,144,74,2,0,75
115,8,403,384,41,1,1,42
115,9,292,92,73,0,1,77
115,10,163,95,68,2,1,67
115,11,266,134,72,0,0,70
115,12,412,140,49,1,1,51
115,13,345,221,34,3,1,35
115,14,175,67,26,2,0,23
115,15,174,105,43,3,0,42
115,16,170,89,22,3,1,21
115,17,411,342,32,2,1,31
115,18,279,38,91,2,0,87
115,19,463,166,41,3,1,43
115,0,278,26,62,1,1,63
115,1,151,129,97,3,1,93
115,2,200,100,39,1,0,38
115,3,67,33,34,1,0,35
115,4,459,412,11,3,0,8
115,5,180,120,29,1,0,32
115,6,357,11,55,0,1,55
115,7,207,38,99,3,1,95
115,8,262,249,21,2,1,23
115,9,333,287,65,2,0,68
115,10,391,68,24,0,1,23
115,11,153,88,24,1,1,28
115,12,474,177,38,0,1,42
115,13,431,404,38,3,0,41
115,14,214,50,16,1,0,11
115,15,469,251,87,2,1,91
115,16,191,115,83,2,1,88
115,17,151,82,32,3,0,34
115,18,318,13,86,2,1,81
115,19,428,183,40,1,0,45
115,0,389,191,37,1,1,34
115,1,376,21,22,2,0,19
115,2,447,226,30,1,1,33
115,3,125,89,80,3,0,82
115,4,138,12,37,1,1,33
115,5,177,158,88,2,0,85
115,6,460,294,96,0,1,95
115,7,236,201,95,0,0,97
115,8,364,142,45,1,0,50
115,9,145,105,43,0,0,41
115,10,290,32,45,2,0,49
115,11,256,58,31,3,0,36
115,12,181,94,37,2,0,37
115,13,496,133,53,1,1,51
115,14,385,283,10,1,0,10
115,15,329,265,62,0,1,64
115,16,295,251,79,1,0,75
115,17,84,46,94,0,0,97
115,18,415,81,25,2,1,24
115,19,117,87,35,3,0,34
116,0,422,298,43,0,0,44
116,1,203,128,46,3,1,43
116,2,132,105,71,1,1,72
116,3,347,172,89,3,1,86
116,4,386,91,76,1,0,75
116,5,407,283,33,0,0,34
116,6,451,43,68,0,1,66
116,7,101,53,68,3,1,68
116,8,109,28,92,2,0,95
116,9,296,222,42,2,1,39
116,10,330,105,80,2,0,79
116,11,488,250,40,3,1,42
116,12,387,148,90,0,1,89
116,13,113,89,65,1,0,64
116,14,278,204,73,2,0,71
116,15,67,20,95,3,1,90
116,16,159,149,32,2,1,31
116,17,286,19,49,1,1,50
116,18,235,187,69,3,0,73
116,19,157,49,87,3,0,86
116,0,412,127,89,3,0,86
116,1,110,25,89,0,1,92
116,2,228,138,68,3,0,67
116,3,434,393,46,0,0,44
116,4,172,162,57,3,1,54
116,5,194,83,53,1,0,51
116,6,303,170,10,3,1,11
116,7,385,2,34,3,1,38
116,8,394,159,11,2,0,11
116,9,332,116,90,2,1,88
116,10,58,12,10,3,1,15
116,11,359,148,44,3,1,47
116,12,223,95,36,1,1,33
116,13,182,86,11,0,1,12
116,14,265,222,58,0,0,57
116,15,496,362,98,0,0,100
116,16,397,267,28,3,1,30
116,17,209,179,90,2,1,88
116,18,294,254,94,0,1,97
116,19,486,131,10,2,0,6
116,0,87,-7,33,3,0,29
116,1,230,160,64,3,0,62
116,2,445,2,11,0,1,16
116,3,485,126,62,3,0,64
116,4,86,46,57,1,0,58
116,5,111,88,71,3,1,66
116,6,424,415,57,1,0,53
116,7,484,61,95,0,1,94
116,8,196,89,85,0,0,81
116,9,152,88,26,2,0,28
116,10,381,191,39,0,1,39
116,11,321,162,17,0,1,15
116,12,283,112,12,1,0,13
116,13,495,134,13,3,0,13
116,14,364,344,94,2,0,94
116,15,292,70,38,0,0,42
116,16,406,216,11,2,0,15
116,17,324,9,34,0,1,36
116,18,153,73,34,0,1,30
116,19,315,32,31,1,1,30
116,0,166,27,30,3,1,28
116,1,155,40,79,0,0,79
116,2,128,72,68,0,1,72
116,3,429,87,21,2,0,19
116,4,109,69,20,1,0,19
116,5,324,229,64,2,1,67
116,6,434,218,11,0,0,8
116,7,206,127,14,2,0,12
116,8,290,40,67,3,0,65
116,9,91,53,49,3,1,45
116,10,150,120,97,1,0,96
116,11,439,202,89,3,1,86
116,12,150,16,14,2,1,18
116,13,401,54,31,1,1,35
116,14,266,60,32,1,1,36
116,15,269,146,52,0,0,52
116,16,327,230,39,0,0,43
116,17,454,435,27,0,1,27
116,18,429,414,13,2,1,12
116,19,350,43,75,3,1,78
116,0,139,16,11,2,0,8
116,1,139,105,20,1,1,21
116,2,97,91,50,3,1,48
116,3,409,303,51,2,1,52
116,4,310,280,37,0,1,41
116,5,81,73,46,2,1,48
116,6,192,59,31,2,1,28
116,7,125,99,54,1,0,51
116,8,308,229,41,0,0,45
116,9,476,63,36,0,0,40
116,10,181,99,32,1,1,35
116,11,64,52,54,1,1,57
116,12,59,52,12,0,1,13
116,13,373,127,62,2,1,63
116,14,128,33,66,0,1,66
116,15,279,72,86,1,0,90
116,16,229,111,43,3,1,43
116,17,51,49,31,3,0,30
116,18,269,268,71,3,1,68
116,19,437,353,77,0,1,78
117,0,348,329,47,1,1,49
117,1,174,130,85,2,0,81
117,2,342,60,67,1,0,69
117,3,214,178,26,3,1,28
117,4,106,86,67,3,1,69
117,5,262,239,75,2,1,72
117,6,475,417,42,0,1,39
117,7,410,210,67,1,0,69
117,8,265,121,21,3,1,25
117,9,327,48,59,1,0,57
117,10,313,279,30,2,0,26
117,11,227,178,58,0,1,55
117,12,256,168,45,1,0,42
117,13,462,138,64,0,0,60
117,14,495,316,65,1,0,64
117,15,258,211,63,3,0,67
117,16,316,171,61,3,0,62
117,17,217,133,92,2,1,88
117,18,207,10,19,3,1,20
117,19,241,112,42,1,0,45
117,0,480,476,29,1,1,31
117,1,201,39,53,1,1,51
117,2,487,62,46,3,1,48
117,3,245,12,69,1,1,64
117,4,431,-7,23,2,0,26
117,5,252,103,42,2,1,41
117,6,294,308,99,1,1,103
117,7,305,47,70,1,1,67
117,8,461,32,93,3,0,98
117,9,120,61,94,3,0,91
117,10,56,50,78,3,0,81
117,11,274,201,16,3,0,17
117,12,345,9,72,2,1,77
117,13,67,49,62,0,1,63
117,14,492,418,29,1,0,24
117,15,282,171,84,2,0,88
117,16,100,28,97,3,1,102
117,17,457,8,86,1,0,90
117,18,256,120,61,2,1,57
117,19,325,204,71,2,1,68
117,0,221,118,41,3,0,45
117,1,151,108,41,1,1,40
117,2,317,232,22,2,1,24
117,3,126,35,73,2,0,73
117,4,344,213,77,1,0,79
117,5,355,20,82,0,1,79
117,6,197,197,83,3,1,78
117,7,146,105,44,1,1,48
117,8,116,41,46,1,1,41
117,9,296,78,79,0,1,80
117,10,385,190,66,1,0,69
117,11,329,105,65,2,1,64
117,12,187,133,40,3,0,37
117,13,286,26,22,2,0,18
117,14,233,104,37,1,1,38
117,15,465,211,92,1,0,87
117,16,267,93,44,1,1,47
117,17,456,338,85,3,0,90
117,18,390,173,39,2,1,35
117,19,263,218,99,0,0,100
117,0,219,201,21,0,1,16
117,1,424,156,89,0,1,89
117,2,184,146,70,1,1,69
117,3,71,72,76,2,0,71
117,4,200,155,81,2,0,86
117,5,316,85,19,3,0,17
117,6,56,17,47,3,0,43
117,7,470,99,88,3,0,89
117,8,329,88,63,0,0,64
117,9,188,32,43,2,0,40
117,10,406,201,91,3,1,92
117,11,99,77,64,0,0,62
117,12,310,246,99,3,0,103
117,13,164,145,65,3,0,61
117,14,161,151,31,3,0,27
117,15,393,211,94,1,1,95
117,16,426,193,30,0,0,33
117,17,375,303,97,1,1,98
117,18,338,178,29,1,0,32
117,19,442,439,76,0,0,75
117,0,420,383,35,0,0,39
117,1,370,291,98,0,1,98
117,2,488,190,79,3,0,79
117,3,477,272,84,0,1,83
117,4,379,251,72,0,0,72
117,5,265,131,62,1,1,58
117,6,142,122,41,2,1,45
117,7,163,22,28,2,0,30
117,8,487,344,84,3,1,83
117,9,115,107,88,0,0,93
117,10,391,25,93,2,0,92
117,11,172,170,64,2,1,59
117,12,322,223,82,3,1,79
117,13,197,181,51,3,0,51
117,14,69,16,92,2,1,88
117,15,467,407,20,1,1,23
117,16,262,50,81,0,1,79
117,17,288,209,95,2,0,90
117,18,114,60,88,1,1,90
117,19,71,59,32,0,0,36
118,0,319,31,34,1,1,38
118,1,364,235,35,3,1,35
118,2,394,223,35,1,0,35
118,3,300,270,56,3,1,51
118,4,411,24,87,3,0,88
118,5,366,7,71,0,0,67
118,6,134,105,36,2,0,36
118,7,210,17,35,2,0,35
118,8,397,114,53,2,0,54
118,9,270,114,82,1,1,84
118,10,473,127,83,1,0,84
118,11,354,114,47,3,1,49
118,12,196,14,54,1,0,50
118,13,103,39,71,3,1,70
118,14,367,171,37,0,1,42
118,15,144,36,92,2,1,92
118,16,262,193,31,2,0,29
118,17,381,224,69,1,1,66
118,18,79,13,83,1,1,80
118,19,152,102,43,1,0,47
118,0,346,77,13,0,0,11
118,1,108,71,56,1,0,55
118,2,52,51,58,3,1,59
118,3,320,139,70,3,0,72
118,4,287,263,82,3,1,77
118,5,91,87,67,2,1,65
118,6,345,116,87,2,1,85
118,7,237,119,43,3,1,46
118,8,70,29,19,3,0,18
118,9,487,93,78,1,0,83
118,10,238,188,35,2,0,38
118,11,163,143,27,1,1,32
118,12,364,159,24,1,0,21
118,13,66,52,47,1,0,51
118,14,176,171,37,1,1,41
118,15,143,16,41,1,1,38
118,16,405,175,43,2,0,43
118,17,452,439,47,0,0,44
118,18,98,50,67,0,1,63
118,19,293,276,48,2,1,43
118,0,323,196,90,1,0,95
118,1,208,147,22,1,0,17
118,2,387,161,27,1,0,30
118,3,325,308,86,3,1,88
118,4,435,406,52,0,1,56
118,5,96,20,46,2,0,41
118,6,118,37,35,3,1,36
118,7,339,12,47,1,0,43
118,8,80,32,24,1,0,27
118,9,426,72,61,1,0,64
118,10,396,186,32,3,1,30
118,11,58,14,95,0,0,96
118,12,419,373,91,0,1,90
118,13,103,39,37,0,0,40
118,14,206,90,43,2,0,42
118,15,116,108,74,2,0,74
118,16,303,239,77,2,0,80
118,17,326,65,35,0,1,36
118,18,348,299,77,3,0,73
118,19,420,11,54,2,0,49
118,0,151,95,47,3,1,44
118,1,142,82,77,2,0,75
118,2,178,32,88,2,0,91
118,3,462,365,93,1,0,89
118,4,389,117,28,3,0,26
118,5,390,264,34,0,0,32
118,6,239,117,43,0,1,40
118,7,194,59,33,1,0,35
118,8,432,170,11,1,0,12
118,9,359,171,51,1,0,46
118,10,319,234,49,0,1,46
118,11,118,66,11,2,0,12
118,12,315,223,97,2,0,95
118,13,213,68,42,1,1,42
118,14,147,75,39,0,0,39
118,15,420,43,71,3,1,69
118,16,424,271,13,3,1,16
118,17,203,145,75,3,1,73
118,18,452,101,36,2,1,37
118,19,302,129,35,0,1,38
118,0,149,73,71,3,0,72
118,1,332,39,60,3,1,57
118,2,341,205,51,2,0,51
118,3,307,191,89,3,1,89
118,4,76,21,29,0,0,29
118,5,168,36,83,3,0,82
118,6,308,144,61,1,1,65
118,7,231,150,56,0,0,59
118,8,98,48,73,3,0,71
118,9,139,90,92,3,1,96
118,10,194,52,81,2,1,78
118,11,387,118,46,0,0,42
118,12,132,122,90,3,1,94
118,13,165,22,73,3,1,69
118,14,226,40,73,2,0,77
118,15,488,477,39,1,1,41
118,16,265,56,57,2,0,59
118,17,206,187,28,0,1,24
118,18,474,262,38,1,1,34
118,19,55,38,52,1,1,55
119,0,162,143,20,0,0,23
119,1,256,107,18,2,1,22
119,2,474,138,71,1,0,74
119,3,190,70,95,0,0,94
119,4,79,58,43,0,1,38
119,5,272,208,98,0,1,101
119,6,198,177,28,2,1,31
119,7,170,120,87,3,0,89
119,8,435,401,13,1,1,12
119,9,413,100,13,2,0,9
119,10,443,43,57,1,1,58
119,11,194,187,56,2,1,52
119,12,196,160,94,1,1,96
119,13,379,29,33,1,1,36
119,14,410,188,16,2,1,18
119,15,159,50,65,1,1,68
119,16,499,276,27,1,1,31
119,17,393,362,62,3,1,66
119,18,98,52,20,2,1,16
119,19,491,420,87,3,0,90
119,0,191,70,91,3,1,86
119,1,189,123,58,3,0,57
119,2,143,54,84,0,0,80
119,3,462,116,96,3,0,100
119,4,400,35,44,0,1,48
119,5,165,137,29,0,1,33
119,6,436,398,55,2,1,57
119,7,55,56,84,0,0,85
119,8,107,123,42,1,0,39
119,9,271,52,66,3,1,63
119,10,299,237,69,0,1,66
119,11,97,79,96,0,1,100
119,12,228,85,50,2,0,54
119,13,406,146,27,3,0,28
119,14,268,57,74,1,0,72
119,15,394,323,36,3,1,33
119,16,248,176,72,2,1,73
119,17,384,256,41,3,0,38
119,18,75,52,48,3,1,44
119,19,317,92,16,0,1,21
119,0,331,302,59,3,0,54
119,1,493,183,50,0,1,52
119,2,377,197,26,2,1,23
119,3,252,-2,14,3,1,18
119,4,248,60,92,2,0,89
119,5,151,27,79,1,0,81
119,6,497,459,67,0,1,62
119,7,165,42,50,2,1,51
119,8,86,-2,51,0,1,49
119,9,211,18,89,3,1,92
119,10,418,163,33,1,0,35
119,11,321,257,70,1,1,70
119,12,146,33,21,2,0,17
119,13,210,43,71,1,1,67
119,14,141,51,34,0,0,30
119,15,361,116,36,2,1,35
119,16,201,76,42,0,0,45
119,17,303,186,87,3,0,90
119,18,276,170,32,0,1,31
119,19,453,36,23,0,0,23
119,0,86,31,80,1,1,81
119,1,152,61,13,0,1,10
119,2,153,123,99,2,1,95
119,3,62,35,78,0,1,80
119,4,493,492,72,2,0,70
119,5,235,229,96,0,0,92
119,6,492,482,57,1,0,56
119,7,495,211,20,3,1,18
119,8,235,15,45,3,0,45
119,9,399,189,88,0,0,85
